"No.","Time","Source","Destination","Protocol","Length","Info"
"403","12.189726","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"404","12.189757","2.2.2","host","USB","27","URB_BULK out"
"405","12.189759","host","2.2.1","USB","27","URB_BULK in"
"406","12.189935","2.2.1","host","USBMS","35",""
"407","12.189936","host","2.2.1","USB","27","URB_BULK in"
"408","12.189975","2.2.1","host","USBMS","40",""
"409","12.190008","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"410","12.190029","2.2.2","host","USB","27","URB_BULK out"
"411","12.190030","host","2.2.1","USB","27","URB_BULK in"
"412","12.190163","2.2.1","host","USBMS","35",""
"413","12.190164","host","2.2.1","USB","27","URB_BULK in"
"414","12.190212","2.2.1","host","USBMS","40",""
"415","12.190230","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"416","12.190253","2.2.2","host","USB","27","URB_BULK out"
"417","12.190255","host","2.2.1","USB","27","URB_BULK in"
"418","12.190378","2.2.1","host","USBMS","35",""
"419","12.190379","host","2.2.1","USB","27","URB_BULK in"
"420","12.190429","2.2.1","host","USBMS","40",""
"421","12.190455","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"422","12.190474","2.2.2","host","USB","27","URB_BULK out"
"423","12.190475","host","2.2.1","USB","27","URB_BULK in"
"424","12.191731","2.2.1","host","USBMS","539",""
"425","12.191733","host","2.2.1","USB","27","URB_BULK in"
"426","12.191784","2.2.1","host","USBMS","40",""
"427","12.192174","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"428","12.192194","2.2.2","host","USB","27","URB_BULK out"
"429","12.192196","host","2.2.1","USB","27","URB_BULK in"
"430","12.198783","2.2.1","host","USBMS","35",""
"431","12.198785","host","2.2.1","USB","27","URB_BULK in"
"432","12.198804","2.2.1","host","USBMS","40",""
"433","12.198807","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"434","12.198855","2.2.2","host","USB","27","URB_BULK out"
"435","12.198856","host","2.2.1","USB","27","URB_BULK in"
"436","12.199704","2.2.1","host","USBMS","79",""
"437","12.199706","host","2.2.1","USB","27","URB_BULK in"
"438","12.199755","2.2.1","host","USB","27","URB_BULK in"
"439","12.199765","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"440","12.199959","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"441","12.199962","host","2.2.1","USB","27","URB_BULK in"
"442","12.200000","2.2.1","host","USBMS","40",""
"443","12.200003","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"444","12.200022","2.2.2","host","USB","27","URB_BULK out"
"445","12.200023","host","2.2.1","USB","27","URB_BULK in"
"446","12.200252","2.2.1","host","USBMS","35",""
"447","12.200253","host","2.2.1","USB","27","URB_BULK in"
"448","12.200308","2.2.1","host","USBMS","40",""
"449","12.200333","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"450","12.200353","2.2.2","host","USB","27","URB_BULK out"
"451","12.200355","host","2.2.1","USB","27","URB_BULK in"
"452","12.201434","2.2.1","host","USBMS","539",""
"453","12.201436","host","2.2.1","USB","27","URB_BULK in"
"454","12.201499","2.2.1","host","USBMS","40",""
"455","12.201582","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"456","12.201604","2.2.2","host","USB","27","URB_BULK out"
"457","12.201605","host","2.2.1","USB","27","URB_BULK in"
"458","12.206430","2.2.1","host","USBMS","35",""
"459","12.206432","host","2.2.1","USB","27","URB_BULK in"
"460","12.206476","2.2.1","host","USBMS","40",""
"461","12.206480","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"462","12.206527","2.2.2","host","USB","27","URB_BULK out"
"463","12.206529","host","2.2.1","USB","27","URB_BULK in"
"464","12.206666","2.2.1","host","USBMS","40",""
"465","12.206669","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"466","12.206716","2.2.2","host","USB","27","URB_BULK out"
"467","12.206717","host","2.2.1","USB","27","URB_BULK in"
"468","12.206830","2.2.1","host","USBMS","35",""
"469","12.206832","host","2.2.1","USB","27","URB_BULK in"
"470","12.206876","2.2.1","host","USBMS","40",""
"471","12.206879","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"472","12.206926","2.2.2","host","USB","27","URB_BULK out"
"473","12.206927","host","2.2.1","USB","27","URB_BULK in"
"474","12.207046","2.2.1","host","USBMS","35",""
"475","12.207048","host","2.2.1","USB","27","URB_BULK in"
"476","12.207092","2.2.1","host","USBMS","40",""
"477","12.207094","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"478","12.207142","2.2.2","host","USB","27","URB_BULK out"
"479","12.207143","host","2.2.1","USB","27","URB_BULK in"
"480","12.207228","2.2.1","host","USBMS","79",""
"481","12.207230","host","2.2.1","USB","27","URB_BULK in"
"482","12.207285","2.2.1","host","USB","27","URB_BULK in"
"483","12.207295","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"484","12.207584","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"485","12.207586","host","2.2.1","USB","27","URB_BULK in"
"486","12.207627","2.2.1","host","USBMS","40",""
"487","12.207631","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"488","12.207648","2.2.2","host","USB","27","URB_BULK out"
"489","12.207649","host","2.2.1","USB","27","URB_BULK in"
"490","12.207819","2.2.1","host","USBMS","35",""
"491","12.207821","host","2.2.1","USB","27","URB_BULK in"
"492","12.207868","2.2.1","host","USBMS","40",""
"493","12.207871","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"494","12.207917","2.2.2","host","USB","27","URB_BULK out"
"495","12.207918","host","2.2.1","USB","27","URB_BULK in"
"496","12.208004","2.2.1","host","USBMS","35",""
"497","12.208005","host","2.2.1","USB","27","URB_BULK in"
"498","12.208053","2.2.1","host","USBMS","40",""
"499","12.208057","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000002 "
"500","12.208104","2.2.2","host","USB","27","URB_BULK out"
"501","12.208105","host","2.2.1","USB","27","URB_BULK in"
"502","12.208726","2.2.1","host","USBMS","539",""
"503","12.208728","host","2.2.1","USB","27","URB_BULK in"
"504","12.208772","2.2.1","host","USBMS","40",""
"505","12.208775","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"506","12.208787","2.2.2","host","USB","27","URB_BULK out"
"507","12.208788","host","2.2.1","USB","27","URB_BULK in"
"508","12.214151","2.2.1","host","USBMS","40",""
"509","12.214189","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"510","12.214296","2.2.2","host","USB","27","URB_BULK out"
"511","12.214298","host","2.2.1","USB","27","URB_BULK in"
"512","12.214445","2.2.1","host","USBMS","79",""
"513","12.214446","host","2.2.1","USB","27","URB_BULK in"
"514","12.214503","2.2.1","host","USB","27","URB_BULK in"
"515","12.214513","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"516","12.214715","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"517","12.214718","host","2.2.1","USB","27","URB_BULK in"
"518","12.214749","2.2.1","host","USBMS","40",""
"519","12.214909","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"520","12.214929","2.2.2","host","USB","27","URB_BULK out"
"521","12.214930","host","2.2.1","USB","27","URB_BULK in"
"522","12.215057","2.2.1","host","USBMS","40",""
"523","12.215085","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"524","12.215103","2.2.2","host","USB","27","URB_BULK out"
"525","12.215105","host","2.2.1","USB","27","URB_BULK in"
"526","12.215250","2.2.1","host","USBMS","79",""
"527","12.215251","host","2.2.1","USB","27","URB_BULK in"
"528","12.215302","2.2.1","host","USB","27","URB_BULK in"
"529","12.215312","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"530","12.215453","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"531","12.215455","host","2.2.1","USB","27","URB_BULK in"
"532","12.215471","2.2.1","host","USBMS","40",""
"533","12.215493","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"534","12.215521","2.2.2","host","USB","27","URB_BULK out"
"535","12.215522","host","2.2.1","USB","27","URB_BULK in"
"536","12.215655","2.2.1","host","USBMS","40",""
"537","12.215682","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"538","12.215699","2.2.2","host","USB","27","URB_BULK out"
"539","12.215701","host","2.2.1","USB","27","URB_BULK in"
"540","12.215824","2.2.1","host","USBMS","35",""
"541","12.215825","host","2.2.1","USB","27","URB_BULK in"
"542","12.215872","2.2.1","host","USBMS","40",""
"543","12.215888","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"544","12.215905","2.2.2","host","USB","27","URB_BULK out"
"545","12.215906","host","2.2.1","USB","27","URB_BULK in"
"546","12.216053","2.2.1","host","USBMS","35",""
"547","12.216054","host","2.2.1","USB","27","URB_BULK in"
"548","12.216101","2.2.1","host","USBMS","40",""
"549","12.216442","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"550","12.216463","2.2.2","host","USB","27","URB_BULK out"
"551","12.216464","host","2.2.1","USB","27","URB_BULK in"
"552","12.216582","2.2.1","host","USBMS","35",""
"553","12.216583","host","2.2.1","USB","27","URB_BULK in"
"554","12.216630","2.2.1","host","USBMS","40",""
"555","12.216702","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"556","12.216722","2.2.2","host","USB","27","URB_BULK out"
"557","12.216723","host","2.2.1","USB","27","URB_BULK in"
"558","12.216845","2.2.1","host","USBMS","79",""
"559","12.216846","host","2.2.1","USB","27","URB_BULK in"
"560","12.216897","2.2.1","host","USB","27","URB_BULK in"
"561","12.216907","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"562","12.217078","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"563","12.217080","host","2.2.1","USB","27","URB_BULK in"
"564","12.217097","2.2.1","host","USBMS","40",""
"565","12.250400","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"566","12.250437","2.2.2","host","USB","27","URB_BULK out"
"567","12.250439","host","2.2.1","USB","27","URB_BULK in"
"568","12.250566","2.2.1","host","USBMS","79",""
"569","12.250567","host","2.2.1","USB","27","URB_BULK in"
"570","12.250619","2.2.1","host","USB","27","URB_BULK in"
"571","12.250627","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"572","12.250837","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"573","12.250839","host","2.2.1","USB","27","URB_BULK in"
"574","12.250876","2.2.1","host","USBMS","40",""
"575","12.250896","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"576","12.250918","2.2.2","host","USB","27","URB_BULK out"
"577","12.250919","host","2.2.1","USB","27","URB_BULK in"
"578","12.251055","2.2.1","host","USBMS","40",""
"579","12.251078","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"580","12.251097","2.2.2","host","USB","27","URB_BULK out"
"581","12.251098","host","2.2.1","USB","27","URB_BULK in"
"582","12.251222","2.2.1","host","USBMS","35",""
"583","12.251223","host","2.2.1","USB","27","URB_BULK in"
"584","12.251271","2.2.1","host","USBMS","40",""
"585","12.251287","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"586","12.251304","2.2.2","host","USB","27","URB_BULK out"
"587","12.251305","host","2.2.1","USB","27","URB_BULK in"
"588","12.251426","2.2.1","host","USBMS","35",""
"589","12.251427","host","2.2.1","USB","27","URB_BULK in"
"590","12.251478","2.2.1","host","USBMS","40",""
"591","12.251501","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"592","12.251519","2.2.2","host","USB","27","URB_BULK out"
"593","12.251521","host","2.2.1","USB","27","URB_BULK in"
"594","12.252522","2.2.1","host","USBMS","539",""
"595","12.252524","host","2.2.1","USB","27","URB_BULK in"
"596","12.252569","2.2.1","host","USBMS","40",""
"597","12.252664","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"598","12.252686","2.2.2","host","USB","27","URB_BULK out"
"599","12.252687","host","2.2.1","USB","27","URB_BULK in"
"600","12.257503","2.2.1","host","USBMS","35",""
"601","12.257505","host","2.2.1","USB","27","URB_BULK in"
"602","12.257547","2.2.1","host","USBMS","40",""
"603","12.257626","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"604","12.257648","2.2.2","host","USB","27","URB_BULK out"
"605","12.257649","host","2.2.1","USB","27","URB_BULK in"
"606","12.257780","2.2.1","host","USBMS","35",""
"607","12.257781","host","2.2.1","USB","27","URB_BULK in"
"608","12.257829","2.2.1","host","USBMS","40",""
"609","12.257845","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"610","12.257880","2.2.2","host","USB","27","URB_BULK out"
"611","12.257882","host","2.2.1","USB","27","URB_BULK in"
"612","12.258002","2.2.1","host","USBMS","35",""
"613","12.258003","host","2.2.1","USB","27","URB_BULK in"
"614","12.258045","2.2.1","host","USBMS","40",""
"615","12.258099","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"616","12.258123","2.2.2","host","USB","27","URB_BULK out"
"617","12.258124","host","2.2.1","USB","27","URB_BULK in"
"618","12.259101","2.2.1","host","USBMS","539",""
"619","12.259103","host","2.2.1","USB","27","URB_BULK in"
"620","12.259147","2.2.1","host","USBMS","40",""
"621","12.259247","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008b8 "
"622","12.259269","2.2.2","host","USB","27","URB_BULK out"
"623","12.259270","host","2.2.1","USB","27","URB_BULK in"
"624","12.265610","2.2.1","host","USBMS","8219",""
"625","12.265613","host","2.2.1","USB","27","URB_BULK in"
"626","12.265671","2.2.1","host","USBMS","40",""
"627","12.266931","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"628","12.266954","2.2.2","host","USB","27","URB_BULK out"
"629","12.266955","host","2.2.1","USB","27","URB_BULK in"
"630","12.270855","2.2.1","host","USBMS","40",""
"631","12.270858","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"632","12.270901","2.2.2","host","USB","27","URB_BULK out"
"633","12.270903","host","2.2.1","USB","27","URB_BULK in"
"634","12.271054","2.2.1","host","USBMS","79",""
"635","12.271056","host","2.2.1","USB","27","URB_BULK in"
"636","12.271105","2.2.1","host","USB","27","URB_BULK in"
"637","12.271114","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"638","12.271353","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"639","12.271356","host","2.2.1","USB","27","URB_BULK in"
"640","12.271380","2.2.1","host","USBMS","40",""
"641","12.271611","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"642","12.271633","2.2.2","host","USB","27","URB_BULK out"
"643","12.271634","host","2.2.1","USB","27","URB_BULK in"
"644","12.271767","2.2.1","host","USBMS","35",""
"645","12.271769","host","2.2.1","USB","27","URB_BULK in"
"646","12.271811","2.2.1","host","USBMS","40",""
"647","12.273264","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"648","12.273287","2.2.2","host","USB","27","URB_BULK out"
"649","12.273288","host","2.2.1","USB","27","URB_BULK in"
"650","12.273418","2.2.1","host","USBMS","35",""
"651","12.273419","host","2.2.1","USB","27","URB_BULK in"
"652","12.273463","2.2.1","host","USBMS","40",""
"653","12.273670","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x00000000 "
"654","12.273691","2.2.2","host","USB","27","URB_BULK out"
"655","12.273692","host","2.2.1","USB","27","URB_BULK in"
"656","12.274692","2.2.1","host","USBMS","539",""
"657","12.274693","host","2.2.1","USB","27","URB_BULK in"
"658","12.274748","2.2.1","host","USBMS","40",""
"659","12.274859","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"660","12.274881","2.2.2","host","USB","27","URB_BULK out"
"661","12.274882","host","2.2.1","USB","27","URB_BULK in"
"662","12.279666","2.2.1","host","USBMS","35",""
"663","12.279668","host","2.2.1","USB","27","URB_BULK in"
"664","12.279723","2.2.1","host","USBMS","40",""
"665","12.279727","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"666","12.279760","2.2.2","host","USB","27","URB_BULK out"
"667","12.279761","host","2.2.1","USB","27","URB_BULK in"
"668","12.279889","2.2.1","host","USBMS","79",""
"669","12.279890","host","2.2.1","USB","27","URB_BULK in"
"670","12.279946","2.2.1","host","USB","27","URB_BULK in"
"671","12.279956","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"672","12.280206","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"673","12.280208","host","2.2.1","USB","27","URB_BULK in"
"674","12.280229","2.2.1","host","USBMS","40",""
"675","12.280233","host","2.2.2","USBMS","58","SCSI Read Capacity(10) LUN: 0x00 "
"676","12.280251","2.2.2","host","USB","27","URB_BULK out"
"677","12.280252","host","2.2.1","USB","27","URB_BULK in"
"678","12.280421","2.2.1","host","USBMS","35",""
"679","12.280423","host","2.2.1","USB","27","URB_BULK in"
"680","12.280469","2.2.1","host","USBMS","40",""
"681","12.280507","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"682","12.280532","2.2.2","host","USB","27","URB_BULK out"
"683","12.280533","host","2.2.1","USB","27","URB_BULK in"
"684","12.281520","2.2.1","host","USBMS","539",""
"685","12.281521","host","2.2.1","USB","27","URB_BULK in"
"686","12.281571","2.2.1","host","USBMS","40",""
"687","12.281601","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001080 "
"688","12.281629","2.2.2","host","USB","27","URB_BULK out"
"689","12.281631","host","2.2.1","USB","27","URB_BULK in"
"690","12.288734","2.2.1","host","USBMS","8219",""
"691","12.288739","host","2.2.1","USB","27","URB_BULK in"
"692","12.288802","2.2.1","host","USBMS","40",""
"693","12.288807","host","2.2.2","USBMS","58","SCSI Mode Sense(10) LUN: 0x00 "
"694","12.288823","2.2.2","host","USB","27","URB_BULK out"
"695","12.288825","host","2.2.1","USB","27","URB_BULK in"
"696","12.293791","2.2.1","host","USBMS","79",""
"697","12.293793","host","2.2.1","USB","27","URB_BULK in"
"698","12.293841","2.2.1","host","USB","27","URB_BULK in"
"699","12.293849","host","2.2.1","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"700","12.294082","2.2.1","host","USB","27","URB_FUNCTION_SYNC_RESET_PIPE_AND_CLEAR_STALL"
"701","12.294085","host","2.2.1","USB","27","URB_BULK in"
"702","12.294106","2.2.1","host","USBMS","40",""
"703","12.294111","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00001090 "
"704","12.294131","2.2.2","host","USB","27","URB_BULK out"
"705","12.294133","host","2.2.1","USB","27","URB_BULK in"
"706","12.295008","2.2.1","host","USBMS","8219",""
"707","12.295011","host","2.2.1","USB","27","URB_BULK in"
"708","12.295073","2.2.1","host","USBMS","40",""
"709","12.295093","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010a0 "
"710","12.295116","2.2.2","host","USB","27","URB_BULK out"
"711","12.295117","host","2.2.1","USB","27","URB_BULK in"
"712","12.301813","2.2.1","host","USBMS","8219",""
"713","12.301817","host","2.2.1","USB","27","URB_BULK in"
"714","12.301877","2.2.1","host","USBMS","40",""
"715","12.301897","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000010b0 "
"716","12.301922","2.2.2","host","USB","27","URB_BULK out"
"717","12.301924","host","2.2.1","USB","27","URB_BULK in"
"718","12.307550","2.2.1","host","USBMS","8219",""
"719","12.307553","host","2.2.1","USB","27","URB_BULK in"
"720","12.307627","2.2.1","host","USBMS","40",""
"721","12.307651","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008d8 "
"722","12.307671","2.2.2","host","USB","27","URB_BULK out"
"723","12.307672","host","2.2.1","USB","27","URB_BULK in"
"724","12.314324","2.2.1","host","USBMS","8219",""
"725","12.314327","host","2.2.1","USB","27","URB_BULK in"
"726","12.314384","2.2.1","host","USBMS","40",""
"727","12.314410","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008e8 "
"728","12.314431","2.2.2","host","USB","27","URB_BULK out"
"729","12.314432","host","2.2.1","USB","27","URB_BULK in"
"730","12.320361","2.2.1","host","USBMS","8219",""
"731","12.320363","host","2.2.1","USB","27","URB_BULK in"
"732","12.320422","2.2.1","host","USBMS","40",""
"733","12.320444","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x000008f8 "
"734","12.320467","2.2.2","host","USB","27","URB_BULK out"
"735","12.320468","host","2.2.1","USB","27","URB_BULK in"
"736","12.327141","2.2.1","host","USBMS","8219",""
"737","12.327144","host","2.2.1","USB","27","URB_BULK in"
"738","12.327203","2.2.1","host","USBMS","40",""
"739","12.327206","host","2.2.2","USBMS","58","SCSI Test Unit Ready LUN: 0x00 "
"740","12.327220","2.2.2","host","USB","27","URB_BULK out"
"741","12.327221","host","2.2.1","USB","27","URB_BULK in"
"742","12.332253","2.2.1","host","USBMS","40",""
"743","12.332256","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 8192 bytes (16 blocks) at LBA: 0x00000908 "
"744","12.332300","2.2.2","host","USB","27","URB_BULK out"
"745","12.332301","host","2.2.1","USB","27","URB_BULK in"
"746","12.333107","2.2.1","host","USBMS","8219",""
"747","12.333110","host","2.2.1","USB","27","URB_BULK in"
"748","12.333164","2.2.1","host","USBMS","40",""
"749","12.333190","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"750","12.333218","2.2.2","host","USB","27","URB_BULK out"
"751","12.333220","host","2.2.1","USB","27","URB_BULK in"
"752","12.339076","2.2.1","host","USBMS","539",""
"753","12.339078","host","2.2.1","USB","27","URB_BULK in"
"754","12.339122","2.2.1","host","USBMS","40",""
"755","12.339146","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 512 bytes (1 blocks) at LBA: 0x000008b8 "
"756","12.339166","2.2.2","host","USB","27","URB_BULK out"
"757","12.339167","host","2.2.1","USB","27","URB_BULK in"
"758","12.345337","2.2.1","host","USBMS","539",""
"759","12.345340","host","2.2.1","USB","27","URB_BULK in"
"760","12.345385","2.2.1","host","USBMS","40",""
"761","12.345830","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000008d8 "
"762","12.345856","2.2.2","host","USB","27","URB_BULK out"
"763","12.345858","host","2.2.1","USB","27","URB_BULK in"
"764","12.358909","2.2.1","host","USBMS","65563",""
"765","12.358918","host","2.2.1","USB","27","URB_BULK in"
"766","12.358969","2.2.1","host","USBMS","40",""
"767","12.358973","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000958 "
"768","12.359015","2.2.2","host","USB","27","URB_BULK out"
"769","12.359016","host","2.2.1","USB","27","URB_BULK in"
"770","12.364720","2.2.1","host","USBMS","65563",""
"771","12.364729","host","2.2.1","USB","27","URB_BULK in"
"772","12.364780","2.2.1","host","USBMS","40",""
"773","12.364785","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x000009d8 "
"774","12.364830","2.2.2","host","USB","27","URB_BULK out"
"775","12.364831","host","2.2.1","USB","27","URB_BULK in"
"776","12.370541","2.2.1","host","USBMS","65563",""
"777","12.370550","host","2.2.1","USB","27","URB_BULK in"
"778","12.370612","2.2.1","host","USBMS","40",""
"779","12.370616","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 49152 bytes (96 blocks) at LBA: 0x00000a58 "
"780","12.370656","2.2.2","host","USB","27","URB_BULK out"
"781","12.370657","host","2.2.1","USB","27","URB_BULK in"
"782","12.375930","2.2.1","host","USBMS","49179",""
"783","12.375938","host","2.2.1","USB","27","URB_BULK in"
"784","12.375995","2.2.1","host","USBMS","40",""
"785","12.376000","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000ab8 "
"786","12.376017","2.2.2","host","USB","27","URB_BULK out"
"787","12.376018","host","2.2.1","USB","27","URB_BULK in"
"788","12.387927","2.2.1","host","USBMS","65563",""
"789","12.387938","host","2.2.1","USB","27","URB_BULK in"
"790","12.387996","2.2.1","host","USBMS","40",""
"791","12.388003","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000b38 "
"792","12.388044","2.2.2","host","USB","27","URB_BULK out"
"793","12.388046","host","2.2.1","USB","27","URB_BULK in"
"794","12.393707","2.2.1","host","USBMS","65563",""
"795","12.393716","host","2.2.1","USB","27","URB_BULK in"
"796","12.393961","2.2.1","host","USBMS","40",""
"797","12.393966","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 65536 bytes (128 blocks) at LBA: 0x00000bb8 "
"798","12.393985","2.2.2","host","USB","27","URB_BULK out"
"799","12.393986","host","2.2.1","USB","27","URB_BULK in"
"800","12.399539","2.2.1","host","USBMS","65563",""
"801","12.399553","host","2.2.1","USB","27","URB_BULK in"
"802","12.399599","2.2.1","host","USBMS","40",""
"803","12.399603","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 61440 bytes (120 blocks) at LBA: 0x00000c38 "
"804","12.399648","2.2.2","host","USB","27","URB_BULK out"
"805","12.399649","host","2.2.1","USB","27","URB_BULK in"
"806","12.405224","2.2.1","host","USBMS","61467",""
"807","12.405233","host","2.2.1","USB","27","URB_BULK in"
"808","12.405282","2.2.1","host","USBMS","40",""
"809","12.406605","host","2.2.2","USBMS","58","SCSI Read(10) LUN: 0x00 4096 bytes (8 blocks) at LBA: 0x00001080 "
"810","12.406633","2.2.2","host","USB","27","URB_BULK out"
"811","12.406635","host","2.2.1","USB","27","URB_BULK in"
"812","12.410398","2.2.1","host","USBMS","4123",""
"813","12.410406","host","2.2.1","USB","27","URB_BULK in"
"814","12.410455","2.2.1","host","USBMS","40",""
